Invoice ID,Branch,Yangon,Naypyitaw,Mandalay,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating,Hour
325-77-6186,A,1,0,0,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,2019-03-08,10:53,Ewallet,7.3,10
286-75-7818,B,0,0,1,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,2019-01-31,19:48,Credit card,6.9,19
574-57-9721,C,0,1,0,Normal,Male,Food and beverages,43.27,2,4.327,90.867,2019-03-08,16:53,Ewallet,5.7,16
459-50-7686,A,1,0,0,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,2019-01-13,19:14,Ewallet,6.4,19
616-87-0016,B,0,0,1,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,2019-03-09,14:36,Credit card,9.6,14
837-55-7229,B,0,0,1,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2019-02-22,18:19,Credit card,6.8,18
751-69-0068,C,0,1,0,Normal,Male,Sports and travel,99.24,9,44.658,937.818,2019-03-19,19:09,Ewallet,9.0,19
257-73-1380,C,0,1,0,Member,Male,Sports and travel,82.93,4,16.586,348.306,2019-01-20,16:51,Ewallet,9.6,16
345-08-4992,A,1,0,0,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,2019-03-08,15:37,Credit card,7.7,15
549-96-4200,C,0,1,0,Member,Male,Food and beverages,17.04,4,3.408,71.568,2019-03-08,20:15,Ewallet,7.0,20
810-60-6344,C,0,1,0,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,2019-02-07,14:38,Credit card,6.5,14
450-28-2866,C,0,1,0,Member,Male,Food and beverages,17.44,5,4.36,91.56,2019-01-15,19:25,Cash,8.1,19
394-30-3170,B,0,0,1,Member,Female,Sports and travel,88.43,8,35.372,742.812,2019-03-22,19:35,Credit card,4.3,19
138-17-5109,A,1,0,0,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,2019-01-15,15:42,Credit card,6.5,15
192-98-7397,C,0,1,0,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,2019-01-08,14:11,Ewallet,9.5,14
301-11-9629,A,1,0,0,Normal,Female,Sports and travel,19.1,7,6.685,140.385,2019-01-15,10:43,Cash,9.7,10
390-80-5128,B,0,0,1,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,2019-01-28,17:58,Credit card,9.5,17
235-46-8343,C,0,1,0,Member,Male,Food and beverages,27.66,10,13.83,290.43,2019-02-14,11:26,Credit card,8.9,11
453-12-7053,C,0,1,0,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,2019-03-10,17:38,Credit card,6.5,17
296-11-7041,B,0,0,1,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,2019-01-12,20:07,Credit card,5.3,20
449-27-2918,B,0,0,1,Member,Female,Sports and travel,39.12,1,1.956,41.076,2019-03-26,11:02,Credit card,9.6,11
891-01-7034,B,0,0,1,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,2019-01-01,19:07,Cash,6.7,19
744-09-5786,B,0,0,1,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,2019-01-02,18:50,Cash,7.6,18
727-17-0390,A,1,0,0,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,2019-03-16,12:43,Ewallet,4.8,12
568-88-3448,A,1,0,0,Normal,Male,Health and beauty,25.0,1,1.25,26.25,2019-03-03,15:09,Ewallet,5.5,15
187-83-5490,A,1,0,0,Member,Male,Electronic accessories,20.77,4,4.154,87.234,2019-01-31,13:47,Cash,4.7,13
767-54-1907,B,0,0,1,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2019-02-13,16:59,Cash,6.9,16
710-46-4433,B,0,0,1,Member,Female,Food and beverages,77.4,9,34.83,731.43,2019-02-15,14:15,Credit card,4.5,14
533-33-5337,B,0,0,1,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,2019-02-07,20:24,Cash,6.2,20
325-90-8763,C,0,1,0,Member,Female,Electronic accessories,46.57,10,23.285,488.985,2019-01-27,13:58,Cash,7.6,13
729-46-7422,C,0,1,0,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,2019-02-23,16:52,Credit card,7.9,16
639-76-1242,C,0,1,0,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2019-02-03,15:19,Cash,4.5,15
234-03-4040,B,0,0,1,Member,Female,Food and beverages,73.05,10,36.525,767.025,2019-03-03,12:25,Credit card,8.7,12
326-71-2155,C,0,1,0,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2019-02-03,10:02,Cash,6.1,10
320-32-8842,C,0,1,0,Member,Female,Food and beverages,22.62,1,1.131,23.751,2019-03-17,18:58,Cash,6.4,18
470-32-9057,A,1,0,0,Member,Male,Food and beverages,51.34,5,12.835,269.535,2019-03-28,15:31,Credit card,9.1,15
878-30-2331,C,0,1,0,Member,Female,Sports and travel,54.55,10,27.275,572.775,2019-03-02,11:22,Credit card,7.1,11
440-59-5691,C,0,1,0,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,2019-02-08,13:12,Credit card,7.7,13
554-53-3790,B,0,0,1,Normal,Male,Sports and travel,37.02,6,11.106,233.226,2019-03-22,18:33,Cash,4.5,18
746-19-0921,C,0,1,0,Normal,Male,Food and beverages,21.58,1,1.079,22.659,2019-02-09,10:02,Ewallet,7.2,10
233-34-0817,C,0,1,0,Member,Female,Electronic accessories,98.84,1,4.942,103.782,2019-02-15,11:21,Cash,8.4,11
767-05-1286,C,0,1,0,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,2019-01-23,12:10,Ewallet,5.4,12
340-21-9136,A,1,0,0,Member,Female,Sports and travel,40.05,4,8.01,168.21,2019-01-25,11:40,Cash,9.7,11
405-31-3305,A,1,0,0,Member,Male,Fashion accessories,43.13,10,21.565,452.865,2019-02-02,18:31,Credit card,5.5,18
731-59-7531,B,0,0,1,Member,Male,Health and beauty,72.57,8,29.028,609.588,2019-03-30,17:58,Cash,4.6,17
676-39-6028,A,1,0,0,Member,Female,Electronic accessories,64.44,5,16.11,338.31,2019-03-30,17:04,Cash,6.6,17
502-05-1910,A,1,0,0,Normal,Male,Health and beauty,65.18,3,9.777,205.317,2019-02-25,20:35,Credit card,6.3,20
485-30-8700,A,1,0,0,Normal,Female,Sports and travel,33.26,5,8.315,174.615,2019-03-18,16:10,Credit card,4.2,16
598-47-9715,C,0,1,0,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,2019-03-07,16:54,Ewallet,4.4,16
701-69-8742,B,0,0,1,Normal,Male,Sports and travel,34.37,10,17.185,360.885,2019-03-16,10:11,Ewallet,6.7,10
575-67-1508,A,1,0,0,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,2019-01-29,11:26,Ewallet,6.7,11
541-08-3113,C,0,1,0,Normal,Male,Food and beverages,65.97,8,26.388,554.148,2019-02-02,20:29,Cash,8.4,20
246-11-3901,C,0,1,0,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2019-02-15,12:12,Cash,6.2,12
674-15-9296,A,1,0,0,Normal,Male,Sports and travel,37.14,5,9.285,194.985,2019-01-08,13:05,Ewallet,5.0,13
305-18-3552,B,0,0,1,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2019-02-12,16:19,Cash,6.0,16
493-65-6248,C,0,1,0,Member,Female,Sports and travel,36.98,10,18.49,388.29,2019-01-01,19:48,Credit card,7.0,19
438-01-4015,B,0,0,1,Member,Female,Sports and travel,49.49,4,9.898,207.858,2019-03-21,15:25,Ewallet,6.6,15
709-58-4068,B,0,0,1,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,2019-02-28,14:42,Cash,7.3,14
795-49-7276,A,1,0,0,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,2019-03-23,18:59,Ewallet,8.3,18
556-72-8512,C,0,1,0,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,2019-01-30,20:47,Cash,4.3,20
627-95-3243,B,0,0,1,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,2019-02-04,13:21,Ewallet,9.8,13
686-41-0932,B,0,0,1,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,2019-03-13,19:48,Ewallet,8.2,19
510-09-5628,A,1,0,0,Member,Female,Fashion accessories,19.66,10,9.83,206.43,2019-03-15,18:20,Credit card,7.2,18
608-04-3797,B,0,0,1,Member,Female,Health and beauty,25.32,8,10.128,212.688,2019-03-05,20:24,Ewallet,8.7,20
148-82-2527,C,0,1,0,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,2019-03-05,13:44,Credit card,8.4,13
437-53-3084,B,0,0,1,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,2019-02-26,11:48,Ewallet,7.1,11
632-32-4574,B,0,0,1,Normal,Male,Sports and travel,75.92,8,30.368,637.728,2019-03-20,14:14,Cash,5.5,14
556-97-7101,C,0,1,0,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,2019-01-01,15:51,Cash,8.5,15
862-59-8517,C,0,1,0,Normal,Female,Food and beverages,90.24,6,27.072,568.512,2019-01-27,11:17,Cash,6.2,11
401-18-8016,B,0,0,1,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,2019-01-21,17:36,Cash,8.9,17
420-18-8989,A,1,0,0,Member,Female,Sports and travel,51.52,8,20.608,432.768,2019-02-02,15:47,Cash,9.6,15
277-63-2961,B,0,0,1,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,2019-02-03,15:53,Credit card,5.4,15
573-98-8548,C,0,1,0,Member,Female,Fashion accessories,31.9,1,1.595,33.495,2019-01-05,12:40,Ewallet,9.1,12
620-02-2046,C,0,1,0,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,2019-01-27,19:48,Ewallet,9.0,19
282-35-2475,B,0,0,1,Normal,Female,Sports and travel,93.31,2,9.331,195.951,2019-03-25,17:53,Cash,6.3,17
511-54-3087,B,0,0,1,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,2019-02-25,16:36,Credit card,9.5,16
726-29-6793,A,1,0,0,Member,Male,Electronic accessories,24.18,8,9.672,203.112,2019-01-28,20:54,Ewallet,9.8,20
387-49-4215,B,0,0,1,Member,Female,Sports and travel,48.5,3,7.275,152.775,2019-01-08,12:50,Cash,6.7,12
862-17-9201,B,0,0,1,Normal,Female,Food and beverages,84.05,6,25.215,529.515,2019-01-29,10:48,Credit card,7.7,10
291-21-5991,B,0,0,1,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,2019-03-29,14:28,Cash,7.0,14
602-80-9671,C,0,1,0,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,2019-02-09,17:15,Credit card,5.1,17
347-72-6115,B,0,0,1,Member,Female,Sports and travel,90.74,7,31.759,666.939,2019-01-16,18:03,Credit card,6.2,18
209-61-0206,A,1,0,0,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,2019-01-05,17:29,Ewallet,6.1,17
595-27-4851,A,1,0,0,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,2019-01-27,18:05,Ewallet,9.3,18
189-52-0236,A,1,0,0,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,2019-03-14,12:07,Cash,7.6,12
503-07-0930,C,0,1,0,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,2019-02-23,19:49,Credit card,8.2,19
413-20-6708,C,0,1,0,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,2019-03-18,15:52,Ewallet,8.5,15
425-85-2085,B,0,0,1,Member,Male,Health and beauty,54.86,5,13.715,288.015,2019-03-29,16:48,Ewallet,9.8,16
521-18-7827,C,0,1,0,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,2019-01-22,20:46,Credit card,8.7,20
220-28-1851,A,1,0,0,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,2019-03-01,18:14,Ewallet,9.7,18
600-38-9738,C,0,1,0,Member,Male,Sports and travel,71.92,5,17.98,377.58,2019-01-17,15:05,Credit card,4.3,15
734-91-1155,B,0,0,1,Normal,Female,Electronic accessories,45.71,3,6.8565,143.9865,2019-03-26,10:34,Credit card,7.7,10
451-28-5717,C,0,1,0,Member,Female,Home and lifestyle,83.17,6,24.951,523.971,2019-03-20,11:23,Cash,7.3,11
609-81-8548,A,1,0,0,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,2019-02-06,13:55,Credit card,5.9,13
133-14-7229,C,0,1,0,Normal,Male,Health and beauty,62.87,2,6.287,132.027,2019-01-01,11:43,Cash,5.0,11
534-01-4457,A,1,0,0,Normal,Male,Food and beverages,81.71,6,24.513,514.773,2019-01-27,14:36,Credit card,8.0,14
719-89-8991,A,1,0,0,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,2019-02-25,16:03,Ewallet,7.1,16
286-62-6248,B,0,0,1,Normal,Male,Fashion accessories,39.21,4,7.842,164.682,2019-01-16,20:03,Credit card,9.0,20
339-38-9982,B,0,0,1,Member,Male,Fashion accessories,59.86,2,5.986,125.706,2019-01-13,14:55,Ewallet,6.7,14
827-44-5872,B,0,0,1,Member,Female,Food and beverages,54.36,10,27.18,570.78,2019-02-07,11:28,Credit card,6.1,11
827-77-7633,A,1,0,0,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,2019-02-17,19:41,Cash,9.3,19
287-83-1405,A,1,0,0,Normal,Male,Health and beauty,25.43,6,7.629,160.209,2019-02-12,19:01,Ewallet,7.0,19
435-13-4908,A,1,0,0,Member,Male,Fashion accessories,86.68,8,34.672,728.112,2019-01-24,18:04,Credit card,7.2,18
857-67-9057,B,0,0,1,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,2019-02-06,19:20,Ewallet,8.2,19
236-27-1144,C,0,1,0,Normal,Female,Food and beverages,16.31,9,7.3395,154.1295,2019-03-26,10:31,Ewallet,8.4,10
892-05-6689,A,1,0,0,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,2019-03-11,13:28,Ewallet,6.2,13
583-41-4548,C,0,1,0,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,2019-02-07,11:36,Ewallet,7.4,11
339-12-4827,B,0,0,1,Member,Female,Fashion accessories,73.96,1,3.698,77.658,2019-01-05,11:32,Credit card,5.0,11
643-38-7867,A,1,0,0,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,2019-03-07,11:44,Ewallet,6.9,11
308-81-0538,A,1,0,0,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2019-02-25,17:16,Credit card,4.9,17
358-88-9262,C,0,1,0,Member,Female,Food and beverages,87.48,6,26.244,551.124,2019-02-01,18:43,Ewallet,5.1,18
460-35-4390,A,1,0,0,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,2019-01-22,11:00,Ewallet,9.1,11
343-87-0864,C,0,1,0,Member,Male,Health and beauty,75.88,1,3.794,79.674,2019-01-03,10:30,Credit card,7.1,10
173-50-1108,B,0,0,1,Member,Female,Sports and travel,20.18,4,4.036,84.756,2019-02-13,12:14,Credit card,5.0,12
243-47-2663,C,0,1,0,Member,Male,Electronic accessories,18.77,6,5.631,118.251,2019-01-28,16:43,Credit card,5.5,16
841-18-8232,B,0,0,1,Normal,Female,Food and beverages,71.2,1,3.56,74.76,2019-01-05,20:40,Credit card,9.2,20
701-23-5550,B,0,0,1,Member,Male,Home and lifestyle,38.81,4,7.762,163.002,2019-03-19,13:40,Ewallet,4.9,13
647-50-1224,A,1,0,0,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,2019-01-12,16:23,Ewallet,8.9,16
541-48-8554,A,1,0,0,Normal,Male,Sports and travel,60.95,9,27.4275,575.9775,2019-01-07,12:08,Credit card,6.0,12
539-21-7227,B,0,0,1,Normal,Female,Sports and travel,51.54,5,12.885,270.585,2019-01-26,17:45,Cash,4.2,17
213-32-1216,A,1,0,0,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,2019-01-23,10:28,Cash,7.3,10
747-58-7183,B,0,0,1,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,2019-02-09,20:31,Ewallet,6.5,20
582-52-8065,B,0,0,1,Normal,Female,Fashion accessories,54.31,9,24.4395,513.2295,2019-02-22,10:49,Cash,8.9,10
210-57-1719,B,0,0,1,Normal,Female,Health and beauty,58.24,9,26.208,550.368,2019-02-05,12:34,Cash,9.7,12
399-69-4630,C,0,1,0,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,2019-03-07,10:23,Credit card,8.6,10
134-75-2619,A,1,0,0,Member,Male,Electronic accessories,19.32,7,6.762,142.002,2019-03-25,18:51,Cash,6.9,18
356-44-8813,B,0,0,1,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,2019-01-20,13:45,Credit card,7.7,13
198-66-9832,B,0,0,1,Member,Female,Fashion accessories,72.04,2,7.204,151.284,2019-02-04,19:38,Cash,9.5,19
283-26-5248,C,0,1,0,Member,Female,Food and beverages,98.52,10,49.26,1034.46,2019-01-30,20:23,Ewallet,4.5,20
712-39-0363,A,1,0,0,Member,Male,Food and beverages,41.66,6,12.498,262.458,2019-01-02,15:24,Ewallet,5.6,15
218-59-9410,A,1,0,0,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,2019-03-29,16:54,Ewallet,8.2,16
174-75-0888,B,0,0,1,Normal,Male,Electronic accessories,21.58,9,9.711,203.931,2019-03-14,12:32,Cash,7.3,12
866-99-7614,C,0,1,0,Normal,Male,Food and beverages,89.2,10,44.6,936.6,2019-02-11,15:42,Credit card,4.4,15
134-54-4720,B,0,0,1,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,2019-01-30,13:58,Ewallet,5.7,13
760-90-2357,A,1,0,0,Member,Male,Electronic accessories,74.51,6,22.353,469.413,2019-03-20,15:08,Ewallet,5.0,15
514-37-2845,B,0,0,1,Normal,Male,Fashion accessories,99.25,2,9.925,208.425,2019-03-20,13:02,Cash,9.0,13
698-98-5964,A,1,0,0,Normal,Female,Food and beverages,81.21,10,40.605,852.705,2019-01-17,13:01,Credit card,6.3,13
718-57-9773,C,0,1,0,Normal,Female,Sports and travel,49.33,10,24.665,517.965,2019-02-03,16:40,Credit card,9.4,16
651-88-7328,A,1,0,0,Normal,Female,Fashion accessories,65.74,9,29.583,621.243,2019-01-01,13:55,Cash,7.7,13
241-11-2261,B,0,0,1,Normal,Female,Fashion accessories,79.86,7,27.951,586.971,2019-01-10,10:33,Credit card,5.5,10
408-26-9866,C,0,1,0,Normal,Female,Sports and travel,73.98,7,25.893,543.753,2019-03-02,16:42,Ewallet,4.1,16
834-83-1826,B,0,0,1,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,2019-02-25,17:16,Credit card,7.6,17
343-61-3544,B,0,0,1,Member,Male,Sports and travel,26.67,10,13.335,280.035,2019-01-29,11:48,Cash,8.6,11
239-48-4278,A,1,0,0,Member,Male,Food and beverages,10.13,7,3.5455,74.4555,2019-03-10,19:35,Ewallet,8.3,19
355-34-6244,B,0,0,1,Normal,Male,Food and beverages,72.39,2,7.239,152.019,2019-01-13,19:55,Credit card,8.1,19
550-84-8664,A,1,0,0,Normal,Male,Sports and travel,85.91,5,21.4775,451.0275,2019-03-22,14:33,Credit card,8.6,14
339-96-8318,B,0,0,1,Member,Male,Fashion accessories,81.31,7,28.4585,597.6285,2019-03-01,19:49,Ewallet,6.3,19
458-61-0011,B,0,0,1,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2019-02-20,18:43,Cash,5.8,18
592-34-6155,C,0,1,0,Normal,Male,Food and beverages,31.77,4,6.354,133.434,2019-01-14,14:43,Ewallet,6.2,14
797-88-0493,A,1,0,0,Normal,Female,Health and beauty,64.27,4,12.854,269.934,2019-03-26,13:54,Cash,7.7,13
207-73-1363,B,0,0,1,Normal,Male,Health and beauty,69.51,2,6.951,145.971,2019-03-01,12:15,Ewallet,8.1,12
390-31-6381,C,0,1,0,Normal,Male,Food and beverages,27.22,3,4.083,85.743,2019-01-07,12:37,Cash,7.3,12
443-82-0585,A,1,0,0,Member,Female,Health and beauty,77.68,4,15.536,326.256,2019-02-01,19:54,Cash,8.4,19
339-18-7061,C,0,1,0,Member,Female,Fashion accessories,92.98,2,9.298,195.258,2019-02-13,15:06,Credit card,8.0,15
359-90-3665,B,0,0,1,Member,Female,Fashion accessories,18.08,4,3.616,75.936,2019-01-14,18:03,Credit card,9.5,18
375-72-3056,B,0,0,1,Normal,Male,Sports and travel,63.06,3,9.459,198.639,2019-01-19,15:58,Ewallet,7.0,15
127-47-6963,A,1,0,0,Normal,Male,Health and beauty,51.71,4,10.342,217.182,2019-03-09,13:53,Credit card,9.8,13
278-86-2735,A,1,0,0,Normal,Female,Food and beverages,52.34,3,7.851,164.871,2019-03-27,14:03,Cash,9.2,14
695-28-6250,A,1,0,0,Normal,Female,Sports and travel,43.06,5,10.765,226.065,2019-02-04,16:38,Ewallet,7.7,16
379-17-6588,C,0,1,0,Normal,Male,Fashion accessories,59.61,10,29.805,625.905,2019-03-14,11:07,Cash,5.3,11
227-50-3718,A,1,0,0,Normal,Male,Health and beauty,14.62,5,3.655,76.755,2019-03-04,12:23,Cash,4.4,12
302-15-2162,C,0,1,0,Member,Male,Health and beauty,46.53,6,13.959,293.139,2019-03-03,10:54,Credit card,4.3,10
788-07-8452,C,0,1,0,Member,Female,Home and lifestyle,24.24,7,8.484,178.164,2019-01-27,17:38,Ewallet,9.4,17
560-49-6611,A,1,0,0,Member,Female,Sports and travel,45.58,1,2.279,47.859,2019-02-07,14:13,Cash,9.8,14
880-35-0356,A,1,0,0,Member,Female,Sports and travel,75.2,3,11.28,236.88,2019-02-05,11:51,Ewallet,4.8,11
585-11-6748,B,0,0,1,Member,Male,Sports and travel,96.8,3,14.52,304.92,2019-03-15,13:05,Cash,5.3,13
470-31-3286,B,0,0,1,Normal,Male,Health and beauty,14.82,3,2.223,46.683,2019-03-01,11:30,Credit card,8.7,11
152-68-2907,A,1,0,0,Normal,Male,Food and beverages,52.2,3,7.83,164.43,2019-02-15,13:30,Credit card,9.5,13
123-35-4896,C,0,1,0,Normal,Female,Sports and travel,46.66,9,20.997,440.937,2019-02-17,19:11,Ewallet,5.3,19
258-69-7810,C,0,1,0,Normal,Female,Fashion accessories,36.85,5,9.2125,193.4625,2019-01-26,18:53,Cash,9.2,18
334-64-2006,A,1,0,0,Member,Female,Home and lifestyle,70.32,2,7.032,147.672,2019-03-24,14:22,Ewallet,9.6,14
219-61-4139,C,0,1,0,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,2019-01-23,17:16,Ewallet,6.4,17
881-41-7302,C,0,1,0,Normal,Female,Fashion accessories,64.99,1,3.2495,68.2395,2019-01-26,10:06,Credit card,4.5,10
373-09-4567,C,0,1,0,Normal,Male,Food and beverages,77.56,10,38.78,814.38,2019-03-14,20:35,Ewallet,6.9,20
642-30-6693,B,0,0,1,Normal,Female,Sports and travel,54.51,6,16.353,343.413,2019-03-17,13:54,Ewallet,7.8,13
484-22-8230,C,0,1,0,Member,Female,Fashion accessories,51.89,7,18.1615,381.3915,2019-01-08,20:08,Cash,4.5,20
830-58-2383,B,0,0,1,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,2019-02-08,15:26,Cash,8.6,15
559-98-9873,A,1,0,0,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,2019-02-10,12:56,Ewallet,5.2,12
544-32-5024,C,0,1,0,Member,Female,Food and beverages,49.79,4,9.958,209.118,2019-03-28,19:16,Credit card,6.4,19
318-12-0304,A,1,0,0,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,2019-01-23,12:20,Ewallet,5.2,12
349-97-8902,B,0,0,1,Member,Male,Food and beverages,57.89,2,5.789,121.569,2019-01-17,10:37,Ewallet,8.9,10
421-95-9805,A,1,0,0,Normal,Female,Electronic accessories,28.96,1,1.448,30.408,2019-02-07,10:18,Credit card,6.2,10
277-35-5865,C,0,1,0,Member,Female,Food and beverages,98.97,9,44.5365,935.2665,2019-03-09,11:23,Cash,6.7,11
789-23-8625,B,0,0,1,Member,Male,Fashion accessories,93.22,3,13.983,293.643,2019-01-24,11:45,Cash,7.2,11
284-54-4231,C,0,1,0,Member,Male,Sports and travel,80.93,1,4.0465,84.9765,2019-01-19,16:08,Credit card,9.0,16
443-59-0061,A,1,0,0,Member,Male,Food and beverages,67.45,10,33.725,708.225,2019-02-03,11:25,Ewallet,4.2,11
509-29-3912,A,1,0,0,Member,Female,Sports and travel,38.72,9,17.424,365.904,2019-03-20,12:24,Ewallet,4.2,12
327-40-9673,B,0,0,1,Member,Male,Sports and travel,72.6,6,21.78,457.38,2019-01-13,19:51,Cash,6.9,19
840-19-2096,C,0,1,0,Member,Male,Electronic accessories,87.91,5,21.9775,461.5275,2019-03-14,18:10,Ewallet,4.4,18
828-46-6863,A,1,0,0,Member,Male,Food and beverages,98.53,6,29.559,620.739,2019-01-23,11:22,Credit card,4.0,11
641-96-3695,C,0,1,0,Member,Female,Fashion accessories,43.46,6,13.038,273.798,2019-02-07,17:55,Ewallet,8.5,17
420-97-3340,A,1,0,0,Normal,Female,Food and beverages,71.68,3,10.752,225.792,2019-03-28,15:30,Credit card,9.2,15
436-54-4512,A,1,0,0,Member,Female,Food and beverages,91.61,1,4.5805,96.1905,2019-03-20,19:44,Cash,9.8,19
670-79-6321,B,0,0,1,Member,Female,Home and lifestyle,94.59,7,33.1065,695.2365,2019-01-17,15:27,Credit card,4.9,15
852-62-7105,B,0,0,1,Normal,Female,Fashion accessories,83.25,10,41.625,874.125,2019-01-12,11:25,Credit card,4.4,11
598-06-7312,B,0,0,1,Member,Male,Fashion accessories,91.35,1,4.5675,95.9175,2019-02-16,15:42,Cash,6.8,15
135-13-8269,B,0,0,1,Member,Female,Food and beverages,78.88,2,7.888,165.648,2019-01-26,16:04,Cash,9.1,16
816-57-2053,A,1,0,0,Normal,Male,Sports and travel,60.87,2,6.087,127.827,2019-03-09,12:37,Ewallet,8.7,12
628-90-8624,B,0,0,1,Member,Male,Health and beauty,82.58,10,41.29,867.09,2019-03-14,14:41,Cash,5.0,14
856-66-2701,A,1,0,0,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,2019-01-25,14:19,Ewallet,7.5,14
149-61-1929,A,1,0,0,Normal,Male,Sports and travel,64.19,10,32.095,673.995,2019-01-19,14:08,Credit card,6.7,14
655-07-2265,A,1,0,0,Normal,Male,Electronic accessories,78.31,3,11.7465,246.6765,2019-03-05,16:38,Ewallet,5.4,16
589-02-8023,A,1,0,0,Member,Male,Food and beverages,83.77,2,8.377,175.917,2019-01-15,10:54,Credit card,7.0,10
420-04-7590,B,0,0,1,Normal,Male,Home and lifestyle,99.7,3,14.955,314.055,2019-03-18,11:29,Ewallet,4.7,11
182-88-2763,B,0,0,1,Member,Male,Food and beverages,79.91,3,11.9865,251.7165,2019-03-20,19:28,Credit card,5.0,19
188-55-0967,B,0,0,1,Member,Male,Health and beauty,66.47,10,33.235,697.935,2019-01-15,15:01,Credit card,5.0,15
610-46-4100,A,1,0,0,Normal,Male,Health and beauty,28.95,7,10.1325,212.7825,2019-03-03,20:31,Credit card,6.0,20
318-81-2368,C,0,1,0,Normal,Female,Electronic accessories,46.2,1,2.31,48.51,2019-03-19,12:16,Cash,6.3,12
364-33-8584,B,0,0,1,Member,Female,Food and beverages,17.63,5,4.4075,92.5575,2019-03-08,15:27,Cash,8.5,15
665-63-9737,B,0,0,1,Normal,Male,Fashion accessories,52.42,3,7.863,165.123,2019-02-27,17:36,Ewallet,7.5,17
695-09-5146,B,0,0,1,Member,Female,Food and beverages,98.79,3,14.8185,311.1885,2019-02-23,20:00,Ewallet,6.4,20
155-45-3814,C,0,1,0,Member,Female,Electronic accessories,88.55,8,35.42,743.82,2019-03-19,15:29,Ewallet,4.7,15
